product_name,ingredients_text,serving_size
"Crystal, Red Cross, Iodized Salt","Salt, sodium silicoaluminate (anticaking agent), dextrose, potassium iodide, and sodium bicarbonate.",1.5 g (0.25 tsp)
Red Cross Table Salt,Salt and sodium silicoaluminate (anticaking agent).,1.5 g (0.25 tsp)
Balsamic Vinegar Of Modena - Aged,"Wine vinegar, concentrated grape must, cooked grape must, caramel colour.",15 ml (1 Tbsp)
Balsamic Vinegar Of Modena,"Ingredients: wine vinegar, concentrated grape must,cooked grape must, caramel color.",15 ml (1 Tbsp)
Balsamic Vinegar Of Modena,"Wine vinegar, concentrated grape must, caramel colour.",15 ml (1 Tbsp)
Balsamic Vinegar Of Modena,"Ingredients: cooked grape must, wine vinegar, caramel color.",15 ml (1 Tbsp)
Aged Balsamic Vinegar Of Modena,"Wine vinegar, concentrated grape must, cooked grape must, caramel color.",15 ml (1 Tbsp)
"Nectar Girl, Cocktail Mix, Cucumber, Lime Mint & Agave Nectar","Filtered water, persian & key lime juices, organic agave nectar real cucumber oil, real mint oil, and 0.1 sodium benzoate",90 ml (3 ONZ)
Salt Free Seasoning,"Rosemary, oregano, sage, ginger, marjoram, thyme, and pepper.",0.5 g (0.25 tsp)
"Riegelein Confiserie, Fine Hollow Chocolate","Sugar, cocoa butter, milk powder, chocolate liquor, whey powder, soy lecithin, natural vanilla extract.",44 g (0.25 PIECE)
"Riegelein, Riegelein Confiserie","Sugar, cocoa butter, whole milk powder, chocolate liquor, whey powder, soy lecithin; vanilla extract.",40 g (1.41 ONZ)
"Regelein, Giant Easter Bunny","Sugar, cocoa butter, milk powder, cocoa liquor, sweet whey powder, soy lecithin; natural vanilla extract.",40 g (1.41 ONZ)
"Riegelein, Fine Milk Chocolate","Sugar, cocoa butter, milk powder, chocolate liquor, whey powder, soy lecithin; natural vanilla extract.",56 g (4 PIECES)
"Riegelein Gmbh & Co.Kg, Fine Hollow Chocolate","Sugar, cocoa butter, milk powder, cocoa liqour, sweet whey powder, soy lecithin, natural vanilla extract.",36 g (1.27 ONZ)
"Riegelein Confiserie, Minis Solid Chocolate","Sugar, cocoa butter, milk powder, chocolate liquor, soy lecithin, natural vanilla extract.",40 g (8 PIECES)
Garlic Paste In Sunflower Oil,"Garlic, sunflower oil, salt, potassium metabisulphite (as preservative).",6 g (6 g)
Boisson au soja,"Eau, extrait de graines de soja, sucre de canne.",300 ml
Ground Chicken,Boneless skinless chicken breast meat.,112 g (4 oz)
"Essenhaus, Apple Butter","Apples, cider and (or) concentrate.",15 ml (1 Tbsp)
"Essenhaus, Homestyle Noodles, Narrow","Durum flour (niacin, ferrous sulfate. thiamin mononitrate, riboflavin, folic acid), water, egg yolks,",50 g (1 cup)
"Essenhaus, Homestyle Noodles, Wide","Durum flour (niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid), water, egg yolks.",50 g (1 cup)
"Essenhaus, Extra Wide Homestyle Noodles","Durum flour (niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid), water, egg yolks",50 g (1 cup)
"Essenhaus, Kluski Homestyle Noodles","Durum flour (niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), water, egg yolks.",50 g (1 cup)
Hot Sauce,"Blended aged peppers (habanero, tabasco & cayenne peppers), vinegar and salt,",5 ml (1 tsp)
Tempeh Starter,"Rice, soybeans, rhizopus oryzae culture",3 g (3 g)
Fresh Basil Extra Virgin Olive Oil,"California extra virgin olive oil, natural basil flavor.",15 ml (1 Tbsp)
Balsamic Vinegar,"Aged balsamic vinegar, natural raspberry flavor.",15 ml (1 Tbsp)
"Sutter Buttes, Extra Virgin Olive Oil, Blood Orange","California extra virgin olive oil cold pressed & unfiltered, blood orange oil.",15 ml (1 Tbsp)
Kombucha Drink,"Raw kombucha made with organic white tea, dried lavender tips, cane sugar and organic lemonade.",236 ml (8 ONZ)
"House Kombucha, 100% Raw And Probiotic Kombucha, Ginger Fire","Raw kombucha made with naturally un-caffeinated organic white tea, cane sugar, dried ginger root and hunan chili peppers.",236 ml (8 ONZ)
Mild Pickled Okra,"Okra, distilled vinegar, salt, calcium chloride, spices, 1/10 of 1% sodium benzoate (as preservative) and yellow no. 5 food color.",30 g (28 G APPROX. 2 PODS)
Dried Cranberries With Unsweetened Apple Juice,"Cranberries apple juice concentrate, sunflower oil",40 g (0.333 cup)
Traditional Pasta Sauce,"Tomato puree, tomatoes, onion, garlic, salt, pepper, and spices.",113 g (0.5 cup)
"Stirs The Soul, Pure Dark Chocolate Bar","Stone-ground cacao*, cacao butter*, coconut palm sugar.",28 g (1 BAR)
Instant Hot Beverage,"Roasted wheat bran, wheat, molasses, maltodextrin from corn.",3 g (1 tsp)
"Sutter Buttes, Jam, Apricot Jalapeno","Sugar, dried apricots, cider vinegar, red bell peppers, jalapeno peppers, pectin.",14 g (1 Tbsp)
"Sutter Buttes, Extra Virgin Olive Oil, Citrus-Habanero","California extra virgin olive oil cold pressed & unfiltered, lemon oil, habanero peppers",15 ml (0.5 OZ)
"Sutter Buttes Olive Oil Co, Pickled Spicy Beans","Green beans, crushed chili, garlic, water, vinegar, spices and salt.",17 g (2 TO 3 BEANS)
"The Granola Goddess, Granola Cereal, Original","Organic rolled oats, almonds, walnuts, organic dried currants, organic sunflower seeds, brown sugar, honey, coconut oil, sea salt, cinnamon.",28 g (1 ONZ)
"Paleonola, Granola Maple Pancake","Almonds, pecans, pepitas*, walnut, coconut oil*, maple syrup*, honey*, sunflower seeds*, flax seeds*, raisins*, dried coconut*, vanilla extract, cinnamon.",28 g (0.25 cup)
Bbq & Steak Sauce,"Water, tomatoes, vinegar, sugar, grape juice, spices, salt, cornstarch, garlic powder, paprika, onion powder, turmeric.",15 ml (1 Tbsp)
"Rizutti, Russian Mustard","Mustard powder, water, sugar, vegetable oil, vinegar, salt, xanthan gum, potassium sorbate, (to protect flavor)",5 g (1 tsp)
Extra Hot Mustard,"Water, mustard powder, sugar, distilled vinegar, vegetable oil, salt, citric acid, spices, potassium sorbate (to protect flavor), and xanthan gum.",5 g (1 tsp)
Creamy Original Roast Peanut Butter,"Dry roasted unsalted peanuts, peanut oil",30 g (2 Tbsp)
Organic Coconut Jam,"Organic coconut milk, organic coconut syrup.",21 g (1 Tbsp)
The Classic Traditional Sauerkraut,"Green cabbage*, celtic sea salt*, caraway seeds*, juniper berries*.",28 g (1 oz)
Salsa,"Roma tomatoes, olive oil, vinegar, cilantro, pure cane sugar, green onions, water, salt, spices.",28 g (2 Tbsp)
"Sutter Buttes, Balsamic Vinegar, Fig","Balsamic vinegar, natural fig flavor, crystallized cane sugar.",15 ml (1 Tbsp)
Extra Virgin Olive Oil,"California extra virgin olive oil, natural butter flavor",15 ml (1 Tbsp)
Maple Caramel Sauce,"Pure cane sugar, milk, tapioca syrup, butter (cream), dextrose, cream, maple syrup, sea salt.",37 g (2 Tbsp)
Pineapple Slices,"Pineapple rings, clarified pineapple juice and sugar",140 g (0.5 cup)
"S Kitchen, Pineapple Slices In Light Syrup","Pine apple slices, clarified pineapple juice and sugar",140 g (0.5 cup)
Prohydrate Drink,"Filtered water, whey protein isolate, evaporated cane juice, natural flavors, stevia, beta carotene (for color).",12 ml (1 BOTTLE)
"S Kitchen, Blackeye Peas","Blackeye peas, water, salt, calcium chloride added to maintain firmness, calcium disodium edta added to help promote color retention",129 g (0.5 cup)
"Native Northeast, 100% Grass Fed Ground Beef",100% grass fed ground beef,112 g (4 ONZ)
Sweet Peas,"Sweet peas, water, sugar, and salt.",129 g (0.5 cup)
Organic Crunchy Apple Chips,"Organic apples, organic cane sugar, organic flavors, sea salt.",28 g (0.5 CUP | ABOUT)
"Crunchy Coconut Chips, Show Me The Honey","Coconut, cane sugar, honey, sea salt.",28 g (0.5 cup)
"Crunchy Coconut Chips, Simply Toasted","Coconut, cane sugar, sea salt.",28 g (0.5 cup)
"Crunchy Coconut Chips, Chocolate Bliss","Coconut, coconut nectar, unsweetened chocolate.",28 g (0.5 cup)
"Crunchy Coconut Chips, Sweet 'N Heat","Coconut, cane sugar, sea salt, garlic powder, spices, onion powder, paprika extract.",28 g (0.5 cup)
Crunchy Apple Chips,"Apples, organic cane sugar, organic flavors, sea salt",28 g (1 oz)
Crunchy Apple Chips,"Apples, spices, salt, cane sugar, citric acid, lime juice powder, natural flavor.",15 g (1 BAG)
Toasted Coconut Chips,"Coconuts, cane sugar, sea salt.",30 g (0.5 cup)
Organic Toasted Coconut Chips,"Coconuts*, cane sugar*, sea salt.",30 g (0.5 cup)
"Baked Crunchy, Organic Coconut Chips, Coffee Bean","Coconuts*, cane sugar*, coffee beans*, sea salt.",30 g (0.5 cup)
Organic Coconut Chips,"Coconuts*, ginger puree*, cane sugar*, sea salt, ground ginger*.",30 g (0.5 cup)
Country Smoked Sausage,"Pork, water, salt, sugar, spices, dextrose, monosodium glutamate, sodium erythorbate, sodium nitrite, spice extractives, extractives of paprika, sheep casing.",56 g (2 ONZ)
2% Reduced Fat Milk,"Reduced fat milk vitamin a plamitate, vitamin d3",240 ml (1 cup)
"Kettle Cooked Potato Chips, Salt & Vinegar","Potatoes, cottonseed and/or sunflower and/or safflower oil, salt, maltodextrin, sodium diacetate, sugar, citric acid, malic acid, sodium citrate.",28 g (1 oz)
"Poore Brothers, Sea Salt Kettle Cooked Potato Chips, Olive Oil","Potatoes, olive oil, sea salt.",28 g (14 CHIPS) | (ABOUT)
Thins Potato Chips,"Potatoes, cottonseed and/or sunflower and/or safflower oil, sea salt.",28 g (14 CHIPS)
Santa Cruz Soft Baked Oatmeal Raisin Soft Cookies,"Unbleached enriched wheat flour, raisins, oats, vegetable oils (palm and/or interesterified and hydrogenated soybean), sugar, fructose, brown sugar",1 Cookie
Almonds,"Dry roasted almonds, sea salt.",30 g (0.25 cup)
Honey roasted sliced almonds,"Almonds, sugar, brown sugar, salt, honey, natural flavour.",7 g
"Wonderful, Pistachios, Salt & Pepper","Pistachios, salt, pepper, sugar, onion powder, garlic powder, dextrose, lemon juice concentrate, natural flavor, yeast extract.",30 g (0.5 cup)
Salt & Pepper Pistachios,"Pistachios, salt, pepper, sugar, onion powder, dextrose, lemon juice concentrate, natural flavor, yeast extract.",30 g (0.5 cup)
"Wonderful, Pistachios, Sweet Chili","Pistachios, sugar, salt, onion powder, malic acid, red chili pepper, yeast extract, extractives of paprika, natural flavor, distilled vinegar.",30 g (0.5 cup)
"Sultans, Luxury Turkish Delight, Assorted","Sugar, water, maize starch, acidity regulator: cream of tartar; flavorings, colours (e120, e141, e161b).",100 g (100 GRM)
"Sultan's, Turkish Delight, Rose & Lemon","Sugar, water, amaze starch, acidity regulator: cream of tartar, lemon oil, fruit and vegetable concentrates, natural flavouring.",100 g (100 GRM)
Refried Black Beans With Jalapeno Peppers,"Prepared black beans ,water, sea salt, spice, jalapeno peppers.",121 g (0.5 cup)
"Fluffy Stuff, Cotton Candy","Sugar, artificial and natural flavors, artificial colors (including fd&c red 40, blue 1), turmeric coloring.",71 g (71 g)
Fluffy Stuff Cotton Tails Candy,"Sugar, artificial and natural flavors, artificial colors (including fd&c blue 1, red 40), turmeric.",60 g (1 BAG)
"Sweet Pops, Cherry And Blue Razz Berry","Sugar, corn syrup, citric acid, artificial flavors, artificial colors (including fd&c red 40, fd&c blue 1), titanium dioxide, turmeric coloring.",16 g (1 POP)
Pops,"Sugar, corn syrup, citric acid, artificial flavors, artificial colors (including fd&c red 40 and fd&c blue 1), turmeric coloring.",16 g (1 POP)
Minipops,"Sugar, corn syrup, citric acid, artificial flavors, artificial colors including fd&c red 40, fd&c blue 1), and turmeric coloring.",14 g (2 POPS)
Naughty Or Nice Sweet 'N Sour Pops,"Sugar, corn syrup, citric acid, artificial flavor, artificial colors (including fd&c red 40, blue 1), turmeric coloring.",16 g (1 POP)
Sour Balls Candy,"Sugar, corn syrup, citric acid, artificial flavors, artificial colors (including fd&c red 40, fd&c blue 1), and turmeric coloring.",5 g (5 g)
Cotton Candy,"Sugar, citric acid, artificial flavors, turmeric coloring, artificial color (fd&c red 40).",60 g (1 BAG)
Fluffy Stuff Scaredy Cats Cotton Candy,"Sugar, artificial flavors, turmeric coloring, artificial colors (including fd&c blue 1, red 40).",60 g (1 BAG)
"Fluffy Stuff, Cotton Candy, Pops","Sugar, corn syrup, artificial flavors, titanium dioxide, artificial colors (including fd&c blue 1 and fd&c red 40) and turmeric coloring.",16 g (1 POP)
Delicious Milk Caramel Pops,"Corn syrup, sugar, partially hydrogenated soybean oil, dry whole milk, whey, natural and artificial flavors, salt, soy lecithin.",38 g (38 g)
Large Fava Beans,"Fava beans, water, salt, disodium edta.",130 g (0.5 cup)
Assorted Lollipops,"Sugar, corn syrup, water, citric acid, artificial flavors, fd&c red #40, fd&c yellow #5, fd&c yellow #6, fd&c blue #1.",20 g (1 POP)
Heart Pops,"Sugar, corn syrup, water, citric acid, artificial flavor, fd&c red #40.",18 g (2 POP)
"H.I., Dried Date","Dried date, sulfite added as preservative.",28 g (28 g)
"Allegro, 64% Cacao Dark Drinking Chocolate","Peru dark chocolate (cocoa, sugar, cocoa butter, natural flavor) cane sugar, cocoa (processed with alkali).",24 g (2 Tbsp)
"Allegro, Drinking Chocolate, White Chocolate","Dominican republic white chocolate (sugar, cocoa butter, whole milk powder, vanilla), nonfat milk powder, cane sugar, corn starch.",24 g (2 TABLESPOONS)
"Allegro Cacao, Drinking Chocolate","Venezuela milk chocolate (sugar, cocoa butter, cocoa, whole milk powder, natural vanilla), cane sugar, cocoa (processed with alkali).",24 g (2 Tbsp)
Pecan Panko Cooking Japanese Breadcrumbs,"All natural panko (unbleached wheat flour, sugar, yeast, salt), pecan panko seasoning (sea salt, spices, dehydrated garlic, parsley), pecans.",10 g (2 Tbsp)
Macadamia Coconut Panko,"All natural panko (unbleached wheat flour, sugar, yeast, salt), macadamia coconut panko seasoning (sea salt, parsley), macadamia nuts, coconut.",10 g (2 Tbsp)
"Japanese Cooking Breadcrumbs, Italian Herb Panko","All natural panko (unbleached wheat flour, sugar, yeast, salt), italian panko seasoning (sea salt, spices, dehydrated garlic, parsley).",11 g (2 Tbsp)
"Japanese Panko Breadcrumbs, Pistachio Garlic","All natural panko (unbleached wheat flour, sugar, yeast, salt), pistachio garlic panko seasoning (dehydrated garlic, sea salt, parsley), pistachios.",12 g (2 Tbsp)
Cooking Organic Seasoning Lemon Pepper With Lemon Peel,"Sea salt, organic sugar, organic dehydrated lemon peel. organic spice, citric acid, organic lemon oil, organic spice extractive.",2.5 g (0.5 tsp)
Taco Seasoning,"Organic spices (including paprika), sea salt, organic dehydrated garlic and onion.",30 g (1 tsp)
Garlic And Pepper Seasoning,"Organic dehydrated vegetables (organic garlic, organic onion, and organic red bell pepper), sea salt, organic spices, organic sugar.",1.8 g (0.5 tsp)
"Cooking Organic Seasoning, Peppercorn Blend","Organic peppercorns (black, white, green, and pink).",0.8 g (0.25 tsp)
Latin All-Purpose Organic Seasoning,"Sea salt, organic spices (including turmeric), organic dehydrated garlic, less than 2% silicon dioxide (to prevent caking).",3.5 g (1 tsp)
Organic Smoky Mexican Chipotle Seasoning,"Organic spices sea salt, organic dehydrated garlic and onion, organic arrowroot, citric acid.",3 g (0.5 tsp)
Curry Powder,"Organic spices (including organic turmeric, mustard, and paprika).",0.6 g (0.25 tsp)
Organic Santa Maria Grill Cooking Seasoning,"Organic dehydrated garlic and onion, sea salt, organic spice, organic sugar.",4.5 g (1 tsp)
Red Chili Powder,"Organic spice (including paprika), sea salt, organic dehydrated garlic.",1.4 g (0.5 tsp)
Healthy Earth Seasonings,"Organic spices (including turmeric), organic dehydrated vegetables (onion and garlic), and organic mushroom.",3 g (1 tsp)
Healthy Earth Seasonings,"Organic spices, organic dehydrated garlic, organic coffee powder, and organic cocoa powder.",3.5 g (1 tsp)
"Cooking Organic Seasoning, Java Salt",Sea salt and organic coffee.,1.2 g (0.25 tsp)
Italian Ices,"Water, sugar, citric acid, cellulose gum, artificial flavor and coloring added.",133 g (1 CONTAINER)
Sliced White Bread,"Enriched wheat flour, water, sugar, yeast, buttermilk, shortening (soybean and palm oils with mono and diglycerides) malt, salt.",62 g (2 SLICES)
Wheat Bread,"Flour, (white, cracked wheat & whole wheat), water, sugar, buttermilk, yeast, shortening (soybean & cottonseed), malt, salt.",62 g (2 SLICES)
Fruit- Fresh Produce Protector,"Dextrose, ascorbic acid (vitamin c), citric acid, silicon dioxide (anti-caking).",1 g (0.25 tsp)
Classic Pectin,"Dextrose fruit pectin, citric acid (assists gel).",0.7 g (0.25 tsp)
Instant Pectin,"Dextrose, fruit pectin, citric acid (assists gel), sodium citrate (controls acidity), potassium sorbate (preservative).",1 g (0.25 tsp)
Liquid Pectin,"Water, fruit pectin, citric acid and lactic acid (assists gel), potassium citrate (controls acidity), sodium benzoate (preservative).",5 g (1 tsp)
"Assorted Milk Chocolate, Assorted","Milk chocolate: (sugar, milk, cocoa butter, chocolate, soy lecithin an emulsifier, vanillin an artificial flavor) sugar, corn.",38 g (38 g)
Halved Strawberries,"Strawberries, invert sugar syrup, corn syrup.",134 g (0.5 cup)
Classic Mixed Vegetables,"Corn, carrots, green beans, peas",86 g (0.666 cup)
"Deluxe Baby Vegetables, Baby Corn & Vegetable Blend","Corn, broccoli, baby cob corn, carrots.",82 g (0.66 cup)
Baby Mixed Beans & Carrots,"Wax beans, green beans, carrots.",84 g (1 cup)
Artichoke Hearts,"Artichoke hearts, citric acid, ascorbic acid added to preserve color.",84 g (84 g)
Classic Mixed Vegetables,"Corn, carrots, green beans, peas, salt.",91 g (0.666 cup)
Peas & Pearl Onions In Lightly Seasoned Sauce,"Peas, pearl onions, water sugar, salt, food starch-modified, onion powder.",121 g (0.67 cup)
Mixed Vegetables,"Corn, carrots, green beans, peas.",86 g (0.666 cup)
Fresh Frozen Vegetables,"Corn, carrots, peas, green beans.",90 g (0.6 cup)
"Steamfresh, Fresh Frozen Vegetable","Broccoli, carrots, sugar snap peas, water chestnuts.",83 g (0.75 cup)
"Steamfresh, Fresh Frozen Vegetables","Asparagus, yellow corn, white corn, carrots.",88 g (0.66 cup)
Lightly Seasoned Garlic Baby Peas & Mushrooms,"Peas, mushrooms, seasoning (salt, sugar, garlic powder, dehydrated onion, maltodextrin, dehydrated garlic, spice, natural flavor, soy lecithin) soybean oil.",86 g (0.75 cup)
Lightly Seasoned Asian Medley,"Broccoli, carrots, baby cob corn, sugar snap peas, seasoning (salt, sugar, dehydrated garlic, black pepper), soybean oil, natural flavors.",85 g (1 cup)
"Steamfresh, Lightly Seasoned Garlic Cauliflower","Cauliflower, seasoning (salt, sugar, garlic powder, dehydrated onion, maltodextrin, dehydrated garlic, spice, natural flavor, soy lecithin), soybean oil.",89 g (1 cup)
Birds Eye Normandy Blend,"Broccoli, cauliflower, carrots, zucchini, yellow squash.",74 g (0.75 cup)
Long Grain White Rice,"Cooked white rice (water, rice).",131 g (0.75 cup)
Baby Broccoli Blend Mixtures,"Broccoli, edamame (sweet soybeans), carrots, water chestnuts.",96 g (1 cup)
"Brown & Wild Rice With Corn, Carrots & Peas","Cooked whole grain brown rice (water, rice), corn, carrots, green peas, cooked whole grain wild rice (water, rice)",177 g (1.5 cup)
Brown & Wild Rice Selects With Broccoli & Carrots,"Cooked whole grain brown rice (water, rice), broccoli, carrots, cooked whole grain wild rice (water, rice)",161 g (1.5 cup)
Mixed Vegetables,"Corn, carrots, peas , green beans",90 g (0.66 cup)
"Steamfresh, Fresh Frozen Vegetables","Broccoli, carrots, sugar snap peas, water chestnuts",83 g (0.75 cup)
Tri Color Pepper & Onion Blend,"Green bell peppers, onions, red bell peppers, yellow bell peppers.",80 g (0.75 cup)
Recipe Ready Broccoli Stir Fry,"Broccoli, carrots, onions, red bell peppers, water chestnuts, mushrooms, celery.",89 g (1 cup)
Recipe Ready Southwest Blend,"Corn, cooked black beans (ferrous gluconate to stabilize color), green poblano peppers, red bell peppers, onions.",93 g (0.67 cup)
Recipe Ready Grilling Blend,"Zucchini, yellow squash, red onions, red bell peppers",88 g (0.75 cup)
"Primavera Blend, Red Peppers, Asparagus, Peas & Julienne Carrots","Red bell peppers, asparagus, peas, carrots.",86 g (0.75 cup)
Chopped Seasoning Blend,"Green bell peppers, red bell peppers, onions, celery.",83 g (0.75 cup)
Mushroom Blend,"White mushrooms, crimini mushrooms, portobello mushrooms.",77 g (0.75 cup)
Steakhouse Green Beans,"Green beans, steakhouse seasoning (maltodextrin, dried garlic, salt, spices, soybean oil, natural flavor), extra virgin oil.",83 g (0.75 cup)
Organic Mixed Vegetables,"Organic corn, organic carrots, organic green beans, organic sweet peas.",88 g (0.67 cup)
Veggie Made Mashed Cauliflower,"Cauliflower, light cream, corn starch, sea salt, roasted garlic, onion powder, spice.",118 g (0.5 cup)
Mashed Cauliflower,"Cauliflower, light cream, corn starch, sea salt, spice.",120 g (0.5 cup)
Fresh Frozen Vegetables Mixtures,"Yellow corn, white corn, carrots, asparagus.",86 g (0.67 cup)
Riced Cauliflower,"Cauliflower, water, sea salt, cornstarch, extra virgin olive oil, sunflower oil dried roasted garlic, onion powder, black pepper, xanthan gum.",123 g (1 cup)
Stir-Fry Vegetables,"Asparagus, carrots, cooked enriched macaroni product (water, semolina, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), green beans, cauliflower.",150 g (1.75 cup)
Sugar Snap Stir-Fry Vegetables,"Sugar snap peas, carrots, onions, mushrooms.",96 g (1 cup)
Vegetables For Soup,"Carrots, potatoes, peas, green beans, celery, corn, onions, baby lima beans and salt.",88 g (0.66 cup)
"Avena 1, Instant Oatmeal, Maple & Brown Sugar","Whole grain rolled oats, brown sugar, natural and artificial flavors, salt, calcium carbonate, guar gum.",43 g (1 CONTAINER)
"Granvita, Puffitos, Whole Grain Puffed Wheat Cereal, Honey","Whole grain wheat, cane sugar, honey, caramel color iv, iodized salt, citric acid.",28 g (28 GRM)
Unsweetened Applesauce,"Apples, apple puree concentrate, vegetable juice (for color), ascorbic acid (vitamin c), blueberry puree, natural flavors.",90 g (1 POUCH)
Applesauce,"Ingredients: apples, high fructose corn syrup, water, sugar, mango puree, peach puree, natural flavors, ascorbic acid (vitamin c), yellow 6.",113 g (113 g)
100% Tomato Juice,"Water, Tomato Concentrate, Salt, Ascorbic Acid",11.5 fl oz
"Premium Marinara Sauce, Original Recipe","Vine-ripened tomatoes, olive oil, fresh garlic, spices, salt, citric acid",124 g (0.5 cup)
"Dell' Amore, Premium Marinara Sauce, Sweet Basil & Garlic","Vine-ripened tomatoes, olive oil, fresh garlic, basil, spices, salt, citric acid",124 g (0.5 cup)
Premium Marinara Sauce,"Vine-ripened tomatoes, olive oil, olives, fresh garlic, basil, spices, salt, citric acid.",124 g (0.5 cup)
Premium Pizza Sauce,"Vine-ripened tomatoes, olive oil, fresh garlic, basil, spring water, spices, salt, citric acid.",61 g (0.25 cup)
"Pichuberry, Infusion Juice, Pichuberry, Passion Fruit, Mango, Pineapple","Water, pichuberry puree, apple juice, pear juice, passionfruit juice, mango puree, pineapple juice, citric acid, natural flavor, beta-carotene (color)",473 ml (16 ONZ)
Chile Colorado Preparado,"Water, chili peppers, salt, garlic, sodium benzoate (preservative) and ground oregano",125 g (1 cup)
Pure Water,"PURIFIED WATER, MAGNESIUM SULFATE, POTASSIUM BICARBONATE, CALCIUM CHLORIDE.",4 fl oz (1/2 cup)
Spaghetti,"Semolina (wheat), durum flour (wheat), niacin. ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",56 g (0.286 PACKAGE) DRY | ()
"Enriched Egg Noodles, Wide Egg Noodles","Durum flour (wheat), dried egg yolks or eggs, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",56 g (1.25 cup)
Oven Ready Lasagna,"Semolina (wheat), durum flour (wheat).",56 g (3 PIECES)
Thin Spaghetti,"Semolina (wheat), durum flour (wheat), modified wheat starch, wheat gluten, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",56 g (0.2 PACKAGE)
"150 Calorie Pasta, Penne","Semolina (wheat), durum flour (wheat), modified wheat starch, wheat flour, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",56 g (0.75 cup)
Rotini,"Semolina (wheat), durum flour (wheat), modified wheat starch, wheat flour niacin, ferrous sulfate (iron), thiamine mononitrate, riboflavin, folic acid.",56 g (0.75 cup)
"Enriched Tomato And Spinach Macaroni Product, Tricolor Rotini","Semolina (wheat), durum flour (wheat), dried tomato, dried spinach, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",56 g (0.75 cup)
"Oven Ready Elbows, Enriched Macaroni Product","Semolina (wheat), durum flour (wheat), wheat gluten, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",56 g (0.67 cup)
"Italica, Olive Oil, Classic",Refined olive oil and extra virgin olive oil,15 ml (1 Tbsp)
"Parker House, Sliced Sagey Souse","Pork snouts, pork cheeks, water, vinegar, salt, gelatin, spices.",46 g (46 g)
"Parker House, Sliced Hot Head Cheese","Pork snouts, pork cheeks, water, salt spices, flavorings, paprika, sodium nitrite.",44 g (44 g)
Chicken Hot Links,"Chicken, water, salt, corn syrup, spices, dextrose, paprika, monosodium glutamate, sodium erythorbate, sodium nitrite.",91 g (1 LINK)
Chicken Polish Sausage,"Chicken, water, salt, corn syrup, dextrose, seasoning (mustard, spice, garlic powder, monosodium glutamate), spices, flavorings, paprika, sodium erythorbate, sodium nitrite.",91 g (91 g)
Polish Sausage,"Pork and beef, water, salt, corn syrup solids, dextrose, flavorings, paprika, monosodium glutamate, spice, sodium erythorbate and sodium nitrate.",56 g (56 g)
Hot Smoked Sausage,"Pork, water, salt, corn syrup solids, dextrose, spices, flavoring, paprika, monosodium glutamate, smoke flavoring, sodium erythorbate, and sodium nitraite.",85 g (85 g)
Long Grain Enriched Parboiled Rice,"Long grain parboiled rice, iron phosphate, niacin, thiamine mononitrate and folic acid.",47 g (0.25 cup)
"Wasatch, Brigham's Brew Root Beer","Carbonated water, cane sugar, maltodextrin, honey, natural and artificial flavors, vanilla extract, yucca extract, sodium benzoate (a preservative) citric acid.",355 ml (1 BOTTLE)
Spice Paste For Cantonese Sweet And Sour Stir Fry,"Tomato paste, sugar, garlic, soy sauce (water, soybean, wheat, salt), soybean oil, distilled vinegar, salt, herbs and spices, pineapple flavour.",13 g (1 Tbsp)
"Spice Paste For Singapore Laksa, Coconut Curry Noodles, Mild","Galangal, shallots, soybean oil, sugar, salt, red chillies, dried shrimp, garlic, lemongrass, turmeric.",20 g (1.5 Tbsp)
"Spice Paste For Indian Korma Curry, Mild","Soybean oil, coriander, garlic, ginger, salt, onion, tomato paste, chili, turmeric, black pepper, star-anise, cumin, herbs and spices, tamarind.",13 g (1 Tbsp)
Spice Paste For Singapore Hainanese Chicken Rice,"Soybean oil, garlic(21%), lemongrass, ginger(12%), shallot(11%), salt",13 g (1 Tbsp)
Powder Mix For Peanut Sauce,"Ground peanuts (44%), sugar, whey powder (milk), shallot, salt, cayenne, garlic, lemongrass, anti-caking agent (tri-calcium phosphate/e341), shrimp powder, paprika, galangal.",13 g (1 Tbsp)
"Spice Paste For Indonesian Rendang Curry, Hot","Red chillies, soybean oil, onion, galangal, garlic, salt, shallots, sugar, ginger, lemongrass, ground turmeric, coriander seed, cumin, herbs and spices.",13 g (1 Tbsp)
Spice Paste for Indian Butter Chicken Murgh Makhani,"Tomato paste (23%),soybean oil,onion, salt,sugar,ground coriander,red chillies,garlic,distilled vinegar,ginger,herbs and spices,cayenne,pepper,acid regulator (citric acid)",13 g (1 Tbsp)
Instant Corn Masa Mix,"White cooked corn, water, lime,",30 g (30 g)
